gene	log2(fold_change)	p_value
Zfp90	-0.0260007	0.92245
Stk25	-0.0180762	0.9225
Txndc17	-0.0174264	0.92255
Tsnax	-0.0166304	0.92265
Gpt2	0.019099	0.92275
Patz1	0.0201221	0.92275
Eps15l1	0.0182202	0.9228
Thumpd2	-0.0272436	0.92285
Cryz	-0.017992	0.9229
Alg5	-0.0173522	0.92295
Fam84b	-0.0251248	0.92295
Jhdm1d	0.0192913	0.92295
Slc25a26	-0.0556405	0.92295
D430036J16Rik	0.0382144	0.923
Mgat4b	0.0182139	0.923
Rnf5	-0.020854	0.923
Zfp62	0.0191841	0.923
Phax	0.0270569	0.92315
Mbp	0.0301521	0.9233
Ptger4	0.0299515	0.9233
Fbxo22	-0.0184426	0.9234
Iqck	-0.156528	0.9235
Clpp	0.0183104	0.92355
Stk30	-0.0487662	0.92355
Clcf1	0.0247882	0.9236
5730507C01Rik	0.0297758	0.92375
Cluap1	0.0238034	0.9238
Tmem202	0.0410679	0.9239
Mars2	0.0249184	0.92395
Dcaf7	-0.0162804	0.9241
Dhrs1	-0.0199949	0.9243
Ppa2	0.0205604	0.92435
Atp5g2	0.016274	0.9244
Tubg1	0.0191366	0.92455
Acad8	0.0176743	0.92465
Wls	0.016687	0.92465
Lipa	-0.0163151	0.9247
Ropn1l	0.0475989	0.92475
Tango2	0.0203587	0.92475
Mecp2	0.0166262	0.9248
1700056E22Rik	0.0763774	0.9249
Cabp1	0.0606884	0.9249
Pqlc1	0.0196131	0.92495
Hlcs	-0.0228808	0.925
Tomm20	0.0168691	0.925
Apba1	0.0319866	0.92515
Adat1	0.0344484	0.9252
Thoc1	0.0368913	0.9252
BC031361	-0.12166	0.92525
Pin4	0.0212681	0.92525
Amigo3	0.0886017	0.9253
Fbln7	-0.0173959	0.9253
Pask	0.0255722	0.9253
Sik1	-0.0231549	0.9253
"BC090627,Chkb"	0.104231	0.9254
Tmem241	0.0268308	0.92545
Gm16982	0.112821	0.9257
Mrpl43	0.0178382	0.92575
Paxbp1	0.0245726	0.9258
Asap1	-0.0161345	0.92585
Smpd5	0.080849	0.92585
Exoc6b	0.0169581	0.9259
Wnk1	-0.0165905	0.926
Mrpl1	0.0237206	0.9261
Zfp524	-0.0293656	0.92615
Zkscan4	-0.0344718	0.92635
Cyb5d1	0.0230056	0.9265
March3	-0.0408446	0.9265
Naa60	0.0179703	0.9265
Pus10	-0.0302865	0.92655
1700096K18Rik	0.0402993	0.9266
Bzw2	-0.0151148	0.92665
Tbrg4	0.0181625	0.92665
Gm1943	0.0233917	0.9268
Mettl1	0.0244942	0.92685
Gdap10	-0.177772	0.9269
Ube2d2a	-0.0169414	0.92695
Gm5918	0.0375113	0.927
Lipg	-0.0165574	0.92705
Morn1	0.0405034	0.9272
Prdm5	0.0227875	0.9272
Gm10865	0.250573	0.9273
Arrdc2	0.0280635	0.9274
A830080D01Rik	0.0210815	0.92745
D10Jhu81e	-0.0184523	0.9275
Dpp9	-0.0171091	0.9276
Mtmr3	0.0164481	0.9276
Rspo1	-0.0435791	0.9276
Zfp60	0.0196464	0.9277
Pcdhb5	-0.160967	0.92775
Eda	-0.01814	0.9279
Nsmaf	-0.017904	0.9279
Atp5e	0.0164866	0.928
Emc1	-0.0161488	0.928
Mybl1	0.0254254	0.928
Prkcd	-0.0172921	0.928
Ppp1r3f	-0.0619058	0.92815
4931440P22Rik	-0.260817	0.92825
Gm11602	-0.187575	0.92825
Nle1	-0.0201396	0.92825
Fdxacb1	0.0253042	0.9283
Tubgcp3	-0.0169198	0.9283
Sema4b	-0.0206903	0.92835
Hbegf	0.0167894	0.92845
Pcdhga9	-0.311576	0.9287
Ppp1r21	0.0163578	0.92875
Itgb4	0.0945808	0.9289
Zfp566	0.0309292	0.9289
Gltp	0.0184762	0.929
Bcl7b	0.0175471	0.92905
Mrpl12	-0.016936	0.92905
Cdc42ep1	-0.0176735	0.9291
Fbxo18	-0.0162621	0.92915
Rps19bp1	-0.0205061	0.92915
Gp1bb	-0.0825422	0.9292
Sat1	-0.0160493	0.9293
Mtpn	-0.0151803	0.92935
Gprc5c	0.0474179	0.9294
Zfp597	0.0227312	0.9294
Clpx	0.0165129	0.9295
Gm14057	0.241844	0.9295
Pex2	0.0188202	0.92955
Fam69b	-0.0198445	0.9296
Fbxw2	0.0168719	0.9296
Pus3	-0.0226606	0.9296
Shc3	0.0336465	0.9297
Adamts10	0.0165016	0.92975
Amz2	-0.0174949	0.92975
Dusp15	-0.0915208	0.92975
Map2k7	-0.0163772	0.9298
Fiz1	-0.0183529	0.92985
Plat	-0.0162455	0.92985
Thyn1	0.0286806	0.92985
Traf3ip2	0.0184008	0.9299
Zfp385b	0.0278704	0.92995
Eps8	-0.0181087	0.93
D830031N03Rik	0.0440895	0.9302
Anxa7	-0.0153816	0.9303
Bhlhe41	0.0309699	0.93035
Hsf1	-0.0168324	0.93035
Gfpt2	0.0222331	0.9304
Ube2j1	0.015838	0.9304
Tesk1	0.0168108	0.9305
Rnd2	0.0237317	0.9306
Ccdc90b	-0.0172345	0.9307
Csnk2a1	-0.0155768	0.9307
Nup62	0.0421733	0.93075
Gars	0.0151935	0.9308
Nelfcd	0.0435493	0.93085
Entpd4	0.0155932	0.9309
Ppp2ca	-0.0152992	0.9309
Hoxa5	0.0485478	0.931
Mtmr14	0.0190334	0.931
Ntf5	0.0425488	0.931
Ddit3	0.0285913	0.93105
Dmwd	0.0160606	0.9312
Hltf	0.0179573	0.93135
Sec14l1	-0.0155253	0.93135
LOC106740	0.0583369	0.93145
Tubgcp4	-0.0286234	0.9315
2810407C02Rik	-0.0148173	0.93155
Prss41	-0.0462773	0.93155
Akap2	0.0155121	0.9316
Snap29	-0.0266996	0.9316
Stk32c	-0.0721771	0.9316
Tmf1	0.0150504	0.93165
Gm10941	-0.0574807	0.93175
Wdsub1	0.0182869	0.93175
5430403N17Rik	-0.039371	0.9318
Aebp1	-0.0187734	0.9319
G530011O06Rik	-0.0832841	0.9319
Eif2ak1	0.0212214	0.93195
Thsd7a	-0.0180224	0.93195
Cdc37l1	-0.0167214	0.93205
Htr2a	0.0184813	0.93215
Mgrn1	-0.0167986	0.93215
Armc10	-0.0173198	0.9322
Tgfbr1	0.014904	0.9322
Prr24	-0.0211362	0.93225
Sdpr	-0.0193179	0.9324
Sec16a	0.0160617	0.9324
Piga	0.0230769	0.93245
Slirp	-0.0334304	0.93245
Fancl	-0.0315425	0.9325
Krba1	-0.0190705	0.9325
Adamts3	0.0175596	0.93255
A630019I02Rik	-0.077287	0.9326
Mtmr12	0.0185397	0.9326
Grhpr	0.0180374	0.93265
Vezt	0.0176913	0.93265
Wdr60	0.0189736	0.93265
Ofd1	-0.0201418	0.9328
Car14	0.124861	0.93285
Chad	0.169327	0.93295
Ss18l1	0.0232264	0.93295
Slc31a2	-0.0218531	0.93305
Terc	-0.0856076	0.93305
Tmem196	0.0427199	0.93305
Atp6v1e1	-0.0148011	0.9331
Kazald1	0.0322305	0.9331
Enpep	0.0205864	0.9332
Csrp2	-0.0153318	0.9333
1700030L20Rik	0.0473419	0.93335
Wdr5b	0.0313538	0.93345
Wwc2	0.0151591	0.9335
Actr10	0.0148756	0.93355
B4galt5	0.0149731	0.93355
Oxsm	-0.034106	0.93355
Rnf6	0.0150893	0.93355
Arhgef7	0.0155501	0.9336
Vps29	0.0143492	0.9336
Skil	-0.0147421	0.93365
Siah1b	0.0258028	0.93375
Ftsj3	0.014899	0.9338
Fam108b	-0.0171891	0.93385
Mcts2	0.0846079	0.934
Klhl18	0.0164007	0.9341
2310010M20Rik	-0.0411758	0.93415
Camkmt	-0.0356878	0.93415
Atg4c	0.0206579	0.9342
Gm10818	-0.254698	0.93435
Nufip2	-0.0153573	0.93435
Fgf12	-0.0235601	0.9344
Cd3eap	-0.0332517	0.9345
Hist1h3d	0.0802757	0.93455
Mettl21d	-0.0232066	0.93455
AI115009	0.109574	0.9348
Chd1l	-0.0235663	0.9348
Dok4	-0.0380558	0.9348
Sec61g	-0.013505	0.9348
Sult4a1	0.0299115	0.9348
Sash1	0.0152688	0.9349
Armcx3	0.0147495	0.93495
Cttn	0.0151595	0.93495
1190002N15Rik	0.0169006	0.93505
Cnot11	0.0175132	0.93505
Ccnyl1	0.0155006	0.9352
Zfp788	0.0210699	0.9352
Atxn7l3	-0.0184994	0.93525
Pmpca	0.0181526	0.93525
Styx	0.0220139	0.9354
C130074G19Rik	-0.038773	0.93545
Abt1	-0.0206838	0.9355
Baat1	-0.0713258	0.9355
Klc2	-0.0148518	0.9355
Ndufa4l2	0.0381531	0.9355
Runx2	0.0214714	0.93555
Stk38l	-0.0163979	0.9358
Lima1	0.0136365	0.936
Sla2	-0.0188946	0.93605
Lyn	-0.0188277	0.9361
A830010M20Rik	0.0279992	0.93615
Asb7	0.0169088	0.93615
Atp5sl	-0.0202126	0.9362
Tmem44	0.0294376	0.9362
Wdr11	0.0143041	0.9362
Wisp2	0.028652	0.9362
Akap8l	-0.0164635	0.93625
Pdzd7	0.108054	0.9363
Arpc5l	0.0154935	0.93635
Gas5	0.0146633	0.93635
S100a16	0.0146835	0.93635
Csrp1	0.0152519	0.9364
Ptpla	0.0155461	0.9364
Ap3b1	0.0140312	0.93645
Gpr107	0.0141267	0.93645
Qpct	-0.0143695	0.93645
Zfp639	0.0164041	0.9365
Adssl1	-0.0246708	0.93655
Agpat1	-0.0148916	0.93675
AI314180	-0.0136968	0.93685
Vps45	0.0172778	0.93695
Comtd1	-0.0521765	0.937
Zfp72	-0.0322918	0.93705
Gripap1	0.0162039	0.9371
Tctex1d2	-0.0217813	0.9371
Zfp523	0.0157338	0.9371
Arhgef1	-0.0146067	0.93715
Abcb10	-0.0152193	0.9372
Rbms3	-0.0139131	0.93725
Zkscan6	0.0208074	0.9373
Colec12	-0.0136109	0.93735
Use1	0.0145088	0.9374
Zfp160	0.018317	0.9374
1110034G24Rik	-0.0297486	0.93745
Tlr6	0.0286829	0.93745
Vapb	-0.0136903	0.93745
Slc7a6os	0.0172873	0.9375
Pet117	0.113986	0.9376
Rbm12b2	-0.023529	0.93765
Atf4	0.0129842	0.9378
Stard3	-0.0155981	0.93795
Hist1h1d	-0.0317593	0.938
Tmem230	0.0171541	0.938
Zbtb33	-0.0143487	0.938
Snapc2	-0.0154268	0.93805
Stau1	0.0135636	0.9381
1700011J10Rik	-0.0877646	0.93815
Smarcal1	0.0166793	0.93815
Ptgr1	0.0155537	0.9383
Zfp488	-0.018843	0.9383
Diap2	-0.0159749	0.93835
Pigp	-0.0396285	0.93835
Dync2li1	0.0170398	0.9384
Tirap	-0.0157622	0.9384
"Rpl34,Rpl34-ps1"	0.104047	0.93845
Osbpl2	-0.0145794	0.93865
Epn1	0.0135144	0.93875
Nadsyn1	-0.0233948	0.93875
Ndufb11	-0.0169923	0.9388
Hrct1	-0.0461079	0.93885
Dennd4a	0.0139836	0.9389
Pam16	0.0174963	0.93895
Prpf31	0.0137766	0.93895
C230052I12Rik	-0.0235316	0.93905
Mpnd	0.0237414	0.93905
4933411K20Rik	-0.0150464	0.93915
Fuom	0.0231664	0.9392
AK129341	0.0271441	0.93935
Pcdhb14	-0.102508	0.93935
Brf1	0.0160079	0.9394
6330408A02Rik	0.031608	0.93945
Gpr155	-0.0316914	0.93945
Gosr2	0.0130726	0.93955
Tufm	0.0136198	0.9396
Gdf1	0.167867	0.9397
Hmbs	-0.0154231	0.9397
Wdfy3	0.0136826	0.93975
Blcap	0.0147958	0.93985
Sfrs18	-0.0143672	0.93985
B230208H11Rik	0.0487304	0.9399
Rc3h2	-0.0139856	0.9399
Rilpl1	-0.013929	0.93995
Gpaa1	-0.0142685	0.94
Gtpbp10	-0.0154224	0.94005
Mrfap1	0.0129367	0.94005
1110008P14Rik	-0.0184266	0.94015
A230050P20Rik	0.0247103	0.94015
Dhx33	0.0145899	0.9402
Ptges	0.0161696	0.9402
Rnf10	-0.0128636	0.9402
Sirt3	-0.0469506	0.9402
Gtf2f1	0.0129992	0.9403
6330416G13Rik	-0.0192988	0.9404
Prkar2a	0.013517	0.94045
Dopey2	-0.0164406	0.9406
Fchsd1	-0.0167051	0.9406
Hectd3	-0.0143525	0.9406
Tpm4	-0.015048	0.9406
Srrd	0.0325424	0.94075
Klhl9	0.0131752	0.94085
Dlg1	0.0133454	0.9409
Golga3	-0.0126255	0.9409
Acot2	-0.0193149	0.94095
Nrg4	0.0627786	0.94095
Ppp1r18	-0.0124326	0.94095
Fam19a1	-0.040215	0.94105
Wdr91	0.0204473	0.94105
Lonp2	-0.0142228	0.9411
Dusp8	-0.021626	0.94115
Lemd2	0.0131938	0.9412
Tor1aip1	0.0258478	0.94125
Rsrc1	0.013383	0.9413
Zdhhc5	-0.0139643	0.94135
Ttc39c	-0.0174371	0.9414
Fam136a	0.0150437	0.94145
Sncg	0.037702	0.94145
Pcdhb10	-0.263935	0.94155
Gm129	-0.0347243	0.94165
Rspry1	-0.0142325	0.9417
Sirt2	0.0132408	0.9417
Edem2	0.0158814	0.9418
Dazap2	-0.013053	0.9419
Rnf113a2	-0.0271032	0.9419
Kras	-0.0128096	0.9421
Zfp551	0.0267832	0.9421
Fdxr	-0.0219911	0.94215
Gm9079	0.0315821	0.9422
Ift140	0.0167605	0.9422
Npepl1	0.0126962	0.9422
Prdm10	0.0226314	0.94225
Zadh2	0.0135615	0.9423
Rfx5	0.0170269	0.9424
F420014N23Rik	-0.165888	0.94245
Ccdc17	-0.0922187	0.9425
Srd5a3	0.0145293	0.94255
Tigd2	0.0161422	0.94255
Trim65	0.0245708	0.94255
Tmem87a	-0.0154388	0.94265
Brsk1	-0.0186181	0.9427
Chd9	0.0130533	0.9427
Gpatch11	0.0147643	0.94275
Glipr2	0.0125566	0.9428
Lrrc24	0.0547444	0.9428
Aco2	-0.013894	0.94285
Dock4	0.0139836	0.94285
Fastk	-0.0135721	0.9429
Klf7	-0.0218303	0.943
Agbl2	0.0262785	0.94305
Oaz2	0.0125229	0.9432
Kcnd1	-0.0266277	0.9433
Brat1	-0.017003	0.94335
Il4ra	-0.0126082	0.94335
Pcdhb7	-0.155855	0.9434
Pdcl	0.013238	0.9434
Pradc1	0.124801	0.9434
Jarid2	0.0163709	0.94345
Nadkd1	-0.0182914	0.94345
Irs1	0.0127203	0.94355
Mcfd2	-0.0119652	0.94355
Rasa2	-0.0128897	0.94375
Braf	-0.0133462	0.9438
Gm17801	-0.199013	0.94385
Nfs1	-0.0177699	0.9439
Dync1h1	-0.0126635	0.94395
2310068J16Rik	-0.173846	0.94405
Zfp689	-0.0231554	0.94405
Gm20594	0.0364062	0.9441
Dcaf17	-0.0222819	0.94415
Mrpl46	-0.0159361	0.9442
Mapkapk5	-0.0137738	0.94425
Porcn	0.0190351	0.94425
4930520O04Rik	-0.158103	0.94435
Iah1	-0.0238723	0.94435
Prrx1	0.0128732	0.94435
Dram2	0.0129047	0.9444
Ccrn4l	0.0148756	0.9446
Fam213b	0.0212188	0.9446
Stk3	0.0127874	0.9446
Pfdn5	0.0127349	0.94475
Nxpe4	-0.0205696	0.9448
Apc2	-0.0268757	0.94485
Bicd1	-0.0204086	0.94485
Hdac6	-0.0147087	0.94485
Supt5	-0.0124707	0.94485
Bet1l	-0.0142315	0.9449
1700030K09Rik	-0.0374096	0.945
Cby1	0.0173826	0.945
Ccny	0.0121785	0.9451
Uqcrc2	-0.0121188	0.9452
Lef1	-0.036022	0.94525
Swsap1	-0.0190355	0.94525
Synj2bp	0.0129471	0.94525
Sccpdh	-0.0125432	0.9453
Prodh	-0.0236881	0.9454
Srpk1	0.0133725	0.9454
Tbxas1	-0.0296129	0.9454
Cntfr	-0.022627	0.94545
Fat4	0.0181853	0.9455
Gm10658	0.182996	0.9455
Pmel	-0.0858129	0.9455
Cpt1a	0.0122397	0.9458
A130077B15Rik	-0.0195786	0.9459
Gpsm3	-0.0180838	0.9459
Thoc2	0.0120989	0.9459
Cenpb	-0.01132	0.94595
Slc41a1	0.0126239	0.94595
Brd9	0.0130738	0.946
Ccni	0.0118181	0.946
Uqcrq	-0.0120043	0.94605
BC024978	0.0385939	0.94615
Ppia	-0.0133535	0.94615
Ube2g1	-0.0116471	0.94625
Fam175a	0.0178983	0.94635
Klc1	0.0121671	0.94635
Apobec3	0.0151302	0.9464
Kdm1b	0.0321309	0.9464
Trim41	0.0129568	0.94645
Ubn2	0.0135026	0.94645
Trappc4	-0.0131376	0.94655
Fignl2	-0.0205006	0.9466
Msantd2	-0.0176417	0.9466
Rad52	0.0164485	0.94675
Sema4g	0.0153276	0.94695
Spin1	0.0150689	0.947
Rab12	0.0118673	0.94715
Coa6	-0.0164779	0.9472
Impad1	0.0116293	0.9472
Smg6	-0.0120038	0.94725
Afg3l2	0.0121785	0.9473
Bbip1	-0.0297787	0.9473
Ppox	-0.0158111	0.9473
Ptpra	0.0119681	0.94735
E2f5	0.0226161	0.9474
Rnf146	0.0121352	0.9474
Rom1	-0.0208912	0.9474
Mbtps2	0.0134962	0.94745
Spock1	-0.0329309	0.94745
Dym	-0.0129349	0.9475
Atp5s	-0.0199855	0.94755
Pcgf1	-0.0211771	0.94755
Gm13212	-0.0258738	0.9476
Lin52	-0.0169102	0.9476
Zfp790	-0.0145825	0.9476
Endog	-0.0447953	0.94765
Rp2h	-0.0132493	0.94775
Slc24a5	-0.133822	0.9478
BC056474	0.0128287	0.94785
Styk1	0.0204359	0.94795
Zik1	-0.0178297	0.94795
Pigb	0.0371187	0.94805
Cep72	-0.0269158	0.94815
Ica1	0.0219524	0.94825
Tmem69	0.0154871	0.94825
Pih1d1	0.018451	0.9483
Tfpt	-0.0150906	0.9483
Cetn4	0.0285622	0.9484
Atp5l	0.0113156	0.9485
Tcp11l2	0.0144114	0.94855
Tsr1	0.0149187	0.94865
Zfp341	-0.022992	0.9487
Nr6a1	0.0244523	0.9488
Por	-0.0117074	0.9488
Slc35e1	0.0122766	0.9488
Slc35a3	0.0131385	0.94885
Fam120b	-0.0128883	0.9489
Lamb2	0.0113108	0.949
Chchd6	0.0164124	0.94905
Ankib1	0.0112225	0.9491
Cbr2	-0.0560077	0.9491
Nf1	0.0121626	0.94915
Orc2	-0.0124763	0.9492
Txnrd2	-0.0385771	0.9492
Yes1	0.0115053	0.94925
Fam115a	-0.0114792	0.94935
Gsn	-0.0116566	0.9494
Nr2c2	0.0177128	0.9494
Usp35	-0.0158849	0.9494
Rnf11	-0.0112189	0.9495
Fgfr1	0.0108981	0.94955
Gemin6	0.0220055	0.94955
Pcdhb2	-0.202293	0.94955
Vma21	-0.0115595	0.94955
Poli	-0.0226192	0.9498
Terf2	-0.012876	0.9498
Dlgap4	-0.0107591	0.94985
Ghr	0.0151012	0.95005
Mamld1	-0.0258696	0.95005
Mtrf1l	-0.0181742	0.9502
Psmd14	-0.0109371	0.9502
Tmem126a	0.0122448	0.95025
Slc35b2	-0.0116969	0.9504
Dennd2c	0.0192963	0.95045
Gdap2	0.0121268	0.95045
Btd	0.0127339	0.9505
Alyref2	-0.024813	0.95055
B3galt4	-0.0251983	0.9506
Cars	-0.010152	0.95065
Ctso	-0.0134864	0.95075
Sytl2	-0.0113406	0.95085
Gsr	0.0127847	0.951
Sec63	-0.0107947	0.9511
Wdr36	0.0109391	0.95115
D930048N14Rik	0.046517	0.9512
Tmem37	-0.0129994	0.95125
Rtfdc1	0.0105278	0.95135
BC018507	-0.0110204	0.9514
Zfp758	0.0193975	0.9514
Appl2	0.0126878	0.95145
Zfp318	0.0128969	0.95155
Wdr19	-0.0156966	0.9516
Npy	-0.0603857	0.9517
Snapc4	-0.0115577	0.95175
C530005A16Rik	0.0799908	0.9518
Gm14295	0.0111804	0.952
Yeats4	-0.0124829	0.9522
Csnk1d	-0.00999989	0.9523
Ankle2	-0.0108532	0.95235
Eml3	-0.0115101	0.95235
Cdk5rap1	-0.0150243	0.95245
Ldb1	-0.0102514	0.95245
Poc5	0.0138847	0.9525
Mettl17	0.0155891	0.95255
Paqr4	0.0186366	0.9526
Rps15a-ps6	0.141804	0.9527
4931406C07Rik	-0.018404	0.9528
Asb1	-0.0128492	0.9528
Gm5124	0.0299444	0.9528
Psmd13	0.0104084	0.9528
2310034G01Rik	0.0210738	0.953
Lrrc8a	-0.0107928	0.953
Adam9	0.0102067	0.95305
Kcnk2	0.0204252	0.95305
Crtap	0.0103235	0.9531
Mier2	-0.0117502	0.9531
Tsc22d4	-0.0108141	0.95315
Zfp513	-0.0118755	0.95315
Nphp3	-0.0162668	0.9532
Tmem56	0.0108702	0.9532
Eif2c2	-0.010434	0.9534
Prosc	0.0120884	0.9534
Ints1	0.0111896	0.95345
P2rx6	0.0228028	0.95345
Ntrk1	-0.0292889	0.9535
Pphln1	0.0106553	0.9535
Stx4a	0.0104391	0.95355
Fdft1	0.05028	0.9536
2310050B05Rik	0.0833412	0.95365
Rnf44	-0.0100505	0.9538
Igbp1	0.0103568	0.954
Thumpd3	0.0140591	0.954
Them4	0.0172592	0.9541
Pold2	0.129415	0.9543
Faf2	-0.00972289	0.9544
Mmgt1	-0.0108595	0.9544
Phldb1	0.010135	0.95445
Taok1	0.0108676	0.95445
Smim4	-0.0165349	0.9545
B4galt2	0.0109828	0.95455
Pfkp	-0.0129233	0.95455
Zfp36l2	-0.0104391	0.95455
Btbd10	-0.0114794	0.9546
Dph5	-0.0134034	0.95465
Myo1h	-0.109013	0.9547
Gm16596	0.0845739	0.95475
Slc20a1	-0.0101315	0.95475
1110018G07Rik	0.00995587	0.9548
Fam217b	0.0165554	0.9548
Pcsk4	0.0238677	0.95495
Rnaseh1	0.0146365	0.95505
Plcb4	0.0186519	0.9551
Tango6	0.0135502	0.9551
Zgpat	-0.0143804	0.9551
Smo	0.00987901	0.95515
Gclm	-0.0103341	0.9552
Sh2b3	0.0120931	0.9552
Dusp23	0.0287845	0.95525
Narfl	0.0153226	0.95525
Sp4	-0.0142754	0.95525
Fcgrt	0.0105243	0.9553
Tmem192	0.0126078	0.95535
Ndufa6	-0.0107402	0.9554
Tmem25	-0.0242475	0.9554
Exoc3l	0.0281803	0.9555
Utp18	-0.0106855	0.9555
Agbl5	-0.0457601	0.95575
Mab21l3	0.0251072	0.95575
Pik3c2a	0.00975078	0.95575
Cul5	0.0104081	0.9558
Oaz1	-0.0240474	0.9558
Adamts5	-0.0129837	0.95585
Ankrd54	-0.0134204	0.95585
Rhbdd3	-0.013939	0.95595
1110035M17Rik	-0.0453475	0.956
Cep19	-0.0145349	0.956
Gm10406	-0.0284612	0.9561
Gm11149	-0.0855566	0.9561
Gm16516	0.0236155	0.95615
Cachd1	-0.0193828	0.95625
Ptf1a	-0.0273447	0.95625
4833422C13Rik	-0.0416186	0.9563
Cdc34	0.00992098	0.9565
Nudt17	-0.0503578	0.9565
Plekho2	0.00942387	0.9565
Cnn3	0.0099551	0.9568
Napg	-0.0100884	0.95685
Ptdss1	0.0117986	0.95685
Tiam1	0.0179583	0.95695
Arf2	0.0100905	0.95715
Alg10b	-0.00927726	0.95735
Ikbke	0.012463	0.95735
Atf6b	-0.00998724	0.9575
Tmem170	0.0186315	0.9575
Baz2a	-0.00932282	0.95755
Gm17762	-0.0218351	0.95755
Csf1	0.010251	0.9577
Figf	-0.00917603	0.9577
Nanos3	0.0307878	0.9577
Pcbd2	-0.0160423	0.95775
Ptdss2	-0.010646	0.95775
Fbxo27	0.0179427	0.95785
Unc93b1	0.0103102	0.95795
Gm15350	-0.140661	0.9581
Hhat	-0.0126365	0.95815
Tead3	0.00978095	0.95815
Tstd2	0.0114519	0.95815
Zfp518a	-0.0132824	0.95815
Shc2	-0.0092969	0.9582
Lancl1	0.0107728	0.95825
Srsf5	-0.00905839	0.95825
Eef1a1	0.0196103	0.9583
A730056A06Rik	0.0513449	0.95835
Rhoa	0.0101834	0.95835
Ephb3	-0.00985101	0.9584
Fam126a	0.0107466	0.95845
Brwd1	0.0126708	0.9585
Kdm6b	0.00945766	0.9585
Tnfaip2	0.00947505	0.9586
Zfp229	-0.0147521	0.9586
Exoc1	-0.0097628	0.95865
H2-Q1	0.150926	0.95865
Gm10033	0.0192972	0.95875
Tmem248	0.00832047	0.95875
Trmt1	0.00925614	0.95875
Ptpn11	-0.00909818	0.9588
Dnajc3	-0.00904494	0.95885
H1fx	0.0164734	0.95885
Igsf9	0.00976878	0.95885
Irx1	-0.01	0.9589
Map3k2	-0.00960456	0.9589
Rp9	0.0142661	0.9591
Zfp955a	0.0117792	0.9591
Nt5dc1	-0.0243929	0.95915
Adora2a	-0.0139948	0.9592
Zfp11	0.0173894	0.95925
Praf2	-0.00926642	0.9593
Spred1	0.00961018	0.9593
Sptb	-0.019347	0.9593
Tspyl2	-0.00914139	0.9593
Polr2l	0.00984049	0.95935
1500004A13Rik	-0.0315301	0.9595
Alkbh8	0.0123566	0.95955
Folr1	-0.0158532	0.95965
Jam3	-0.00949848	0.9597
Map3k12	0.0160804	0.9597
Slc22a18	-0.0194442	0.9597
Ist1	0.00970241	0.95975
Tpp1	0.00861766	0.95985
Ttll7	-0.0129238	0.9599
Bex1	0.0321708	0.96005
Bpnt1	-0.00959502	0.96005
Cc2d1b	0.00976715	0.9601
Lhfpl2	0.00878074	0.9601
Mdp1	0.00972844	0.9601
Ptgr2	0.00917279	0.9601
Rapsn	-0.0367712	0.96015
Ciao1	0.00908169	0.9602
Fam69a	0.0616318	0.9602
Tmem191c	0.0230802	0.9602
Ctu2	-0.0324165	0.96025
Usp54	-0.0138011	0.96025
Senp5	0.00833297	0.9603
Stub1	0.0100023	0.9603
Nova1	0.00888614	0.96035
Tmem252	-0.124811	0.9604
Cdc42bpb	0.00814621	0.9605
Zc3h7a	-0.00916062	0.9605
Tceb2	0.0185149	0.96055
Cutc	-0.0211842	0.9606
Id1	0.00898774	0.9606
Zfp385a	-0.0104768	0.96065
Glmn	0.0168086	0.9607
Fancf	0.0166223	0.96075
Psmb8	0.0150591	0.9608
Mark4	-0.00955549	0.96085
B630005N14Rik	-0.00937289	0.9609
Tbc1d10b	0.00886401	0.9609
Rbms2	0.0078833	0.96095
Lgi3	-0.0241097	0.961
Poldip2	0.00918324	0.961
Wdr1	0.00864766	0.961
B430010I23Rik	-0.0505994	0.96105
Ier3ip1	0.00941017	0.96115
Pigf	0.0249047	0.96115
Clcn7	-0.00861592	0.9612
Hsph1	-0.00864616	0.9612
Mterfd1	0.0166069	0.96125
Pelo	0.0156555	0.96125
Anapc16	-0.0105232	0.9613
Ap1s3	0.0187191	0.9613
Meis2	0.00859265	0.9613
Pskh1	-0.00946662	0.9613
Rbpms2	-0.0112315	0.9613
Serpini1	-0.0210513	0.9613
Slc45a3	0.020938	0.9613
Acat3	0.0287626	0.96135
Ctnnd1	0.00921205	0.96135
Gng10	0.00854051	0.9614
Hcls1	-0.0287284	0.96145
Rab11fip3	0.00893071	0.96145
Gm10638	0.0555126	0.9615
Zfp397	-0.00877808	0.9615
Bod1	0.0094615	0.96155
Slc33a1	0.00912903	0.96155
Acvr2a	0.0145805	0.96165
Ap5m1	-0.0250253	0.96165
Crbn	-0.0109145	0.96165
Anks1	-0.0105737	0.9617
Dhx8	-0.00920623	0.96175
Zfp82	-0.018585	0.96175
Ogg1	0.0213841	0.9618
Cpt1b	0.0535089	0.96185
Anxa9	-0.0603301	0.9619
Vbp1	-0.00882585	0.9619
Arsk	-0.0126357	0.96195
Gm1045	0.0325183	0.96195
Ccdc173	0.0195462	0.96205
Gm3219	0.0264564	0.96205
Btaf1	-0.0081807	0.9621
Sike1	-0.00931815	0.9621
Cnpy3	-0.00912204	0.96215
Zfp646	-0.00925053	0.9622
2310015B20Rik	0.0437228	0.9623
Nrn1l	0.0429419	0.96235
Rps2	0.00978836	0.96235
2410002F23Rik	-0.0080101	0.9624
Gm6981	-0.0417577	0.9624
